_row_id,augment_ranking_row_id,stage_order,stage_pick_rate,avg_ranking,raw_json
344,115,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
345,115,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
346,116,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
347,116,2,4.75,4.05,"{""stagePickRate"":4.75,""avgRanking"":4.05}"
348,116,3,3.2,4.42,"{""stagePickRate"":3.2,""avgRanking"":4.42}"
349,117,1,1.54,4.52,"{""stagePickRate"":1.54,""avgRanking"":4.52}"
350,117,2,4.72,4.65,"{""stagePickRate"":4.72,""avgRanking"":4.65}"
351,117,3,1.43,4.76,"{""stagePickRate"":1.43,""avgRanking"":4.76}"
352,118,1,7.12,4.63,"{""stagePickRate"":7.12,""avgRanking"":4.63}"
353,118,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
354,118,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
355,119,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
356,119,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
357,119,3,7.5,4.45,"{""stagePickRate"":7.5,""avgRanking"":4.45}"
358,120,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
359,120,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
360,120,3,7.5,4.45,"{""stagePickRate"":7.5,""avgRanking"":4.45}"
361,121,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
362,121,2,7.18,4.46,"{""stagePickRate"":7.18,""avgRanking"":4.46}"
363,121,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
364,122,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
365,122,2,1.77,4.57,"{""stagePickRate"":1.77,""avgRanking"":4.57}"
366,122,3,5.39,4.42,"{""stagePickRate"":5.39,""avgRanking"":4.42}"
367,123,1,7.1,4.55,"{""stagePickRate"":7.1,""avgRanking"":4.55}"
368,123,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
369,123,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
370,124,1,7.12,3.9,"{""stagePickRate"":7.12,""avgRanking"":3.9}"
371,124,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
372,124,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
373,125,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
374,125,2,1.87,4.36,"{""stagePickRate"":1.87,""avgRanking"":4.36}"
375,125,3,5.16,4.48,"{""stagePickRate"":5.16,""avgRanking"":4.48}"
376,126,1,3.93,4.13,"{""stagePickRate"":3.93,""avgRanking"":4.13}"
377,126,2,2.81,4.49,"{""stagePickRate"":2.81,""avgRanking"":4.49}"
378,126,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
379,127,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
380,127,2,5.43,4.36,"{""stagePickRate"":5.43,""avgRanking"":4.36}"
381,127,3,1.54,4.41,"{""stagePickRate"":1.54,""avgRanking"":4.41}"
382,128,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
383,128,2,3.75,4.4,"{""stagePickRate"":3.75,""avgRanking"":4.4}"
384,128,3,3.2,4.96,"{""stagePickRate"":3.2,""avgRanking"":4.96}"
385,129,1,1.29,3.88,"{""stagePickRate"":1.29,""avgRanking"":3.88}"
386,129,2,4.14,4.42,"{""stagePickRate"":4.14,""avgRanking"":4.42}"
387,129,3,1.47,4.52,"{""stagePickRate"":1.47,""avgRanking"":4.52}"
388,130,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
389,130,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
390,130,3,6.79,4.19,"{""stagePickRate"":6.79,""avgRanking"":4.19}"
391,131,1,6.85,4.48,"{""stagePickRate"":6.85,""avgRanking"":4.48}"
392,131,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
393,131,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
394,132,1,6.6,4.75,"{""stagePickRate"":6.6,""avgRanking"":4.75}"
395,132,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
396,132,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
397,133,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
398,133,2,3.39,4.79,"{""stagePickRate"":3.39,""avgRanking"":4.79}"
399,133,3,3.35,4.8,"{""stagePickRate"":3.35,""avgRanking"":4.8}"
400,134,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
401,134,2,6.47,4.14,"{""stagePickRate"":6.47,""avgRanking"":4.14}"
402,134,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
403,135,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
404,135,2,2.7,4.95,"{""stagePickRate"":2.7,""avgRanking"":4.95}"
405,135,3,4,4.54,"{""stagePickRate"":4,""avgRanking"":4.54}"
406,136,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
407,136,2,6.14,4.16,"{""stagePickRate"":6.14,""avgRanking"":4.16}"
408,136,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
409,137,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
410,137,2,3.54,4.75,"{""stagePickRate"":3.54,""avgRanking"":4.75}"
411,137,3,2.95,4.76,"{""stagePickRate"":2.95,""avgRanking"":4.76}"
412,138,1,5.85,4.07,"{""stagePickRate"":5.85,""avgRanking"":4.07}"
413,138,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
414,138,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
415,139,1,3.72,4.67,"{""stagePickRate"":3.72,""avgRanking"":4.67}"
416,139,2,2.41,4.19,"{""stagePickRate"":2.41,""avgRanking"":4.19}"
417,139,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
418,140,1,6.39,4.35,"{""stagePickRate"":6.39,""avgRanking"":4.35}"
419,140,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
420,140,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
421,141,1,2.95,5.12,"{""stagePickRate"":2.95,""avgRanking"":5.12}"
422,141,2,3.12,5.34,"{""stagePickRate"":3.12,""avgRanking"":5.34}"
423,141,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
424,142,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
425,142,2,2.39,4.36,"{""stagePickRate"":2.39,""avgRanking"":4.36}"
426,142,3,3.97,4.7,"{""stagePickRate"":3.97,""avgRanking"":4.7}"
427,143,1,5.87,3.73,"{""stagePickRate"":5.87,""avgRanking"":3.73}"
428,143,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
429,143,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
430,144,1,5.27,4.96,"{""stagePickRate"":5.27,""avgRanking"":4.96}"
431,144,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
432,144,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
433,145,1,1.87,4.09,"{""stagePickRate"":1.87,""avgRanking"":4.09}"
434,145,2,3.62,4.14,"{""stagePickRate"":3.62,""avgRanking"":4.14}"
435,145,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
436,146,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
437,146,2,5.68,4.61,"{""stagePickRate"":5.68,""avgRanking"":4.61}"
438,146,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
439,147,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
440,147,2,3.5,4.53,"{""stagePickRate"":3.5,""avgRanking"":4.53}"
441,147,3,2.22,5,"{""stagePickRate"":2.22,""avgRanking"":5}"
442,148,1,5.64,4.35,"{""stagePickRate"":5.64,""avgRanking"":4.35}"
443,148,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
444,148,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
445,149,1,5.02,4.76,"{""stagePickRate"":5.02,""avgRanking"":4.76}"
446,149,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
447,149,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
448,150,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
449,150,2,5.02,5.02,"{""stagePickRate"":5.02,""avgRanking"":5.02}"
450,150,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
451,151,1,5.14,5.09,"{""stagePickRate"":5.14,""avgRanking"":5.09}"
452,151,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
453,151,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
454,152,1,5.31,4.35,"{""stagePickRate"":5.31,""avgRanking"":4.35}"
455,152,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
456,152,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
457,153,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
458,153,2,1.52,4.68,"{""stagePickRate"":1.52,""avgRanking"":4.68}"
459,153,3,3.6,4.88,"{""stagePickRate"":3.6,""avgRanking"":4.88}"
460,154,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
461,154,2,5.02,4.77,"{""stagePickRate"":5.02,""avgRanking"":4.77}"
462,154,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
463,155,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
464,155,2,1.43,5.15,"{""stagePickRate"":1.43,""avgRanking"":5.15}"
465,155,3,3.54,4.39,"{""stagePickRate"":3.54,""avgRanking"":4.39}"
466,156,1,4.95,4.02,"{""stagePickRate"":4.95,""avgRanking"":4.02}"
467,156,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
468,156,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
469,157,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
470,157,2,2.43,4.72,"{""stagePickRate"":2.43,""avgRanking"":4.72}"
471,157,3,2.47,4.64,"{""stagePickRate"":2.47,""avgRanking"":4.64}"
472,158,1,4.27,4.65,"{""stagePickRate"":4.27,""avgRanking"":4.65}"
473,158,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
474,158,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
475,159,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
476,159,2,1.43,4.24,"{""stagePickRate"":1.43,""avgRanking"":4.24}"
477,159,3,3.35,4.22,"{""stagePickRate"":3.35,""avgRanking"":4.22}"
478,160,1,4.72,4.51,"{""stagePickRate"":4.72,""avgRanking"":4.51}"
479,160,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
480,160,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
481,161,1,4.5,4.06,"{""stagePickRate"":4.5,""avgRanking"":4.06}"
482,161,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
483,161,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
484,162,1,3.83,4.62,"{""stagePickRate"":3.83,""avgRanking"":4.62}"
485,162,2,0.58,4.35,"{""stagePickRate"":0.58,""avgRanking"":4.35}"
486,162,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
487,163,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
488,163,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
489,163,3,4.43,4.62,"{""stagePickRate"":4.43,""avgRanking"":4.62}"
490,164,1,0.66,4.71,"{""stagePickRate"":0.66,""avgRanking"":4.71}"
491,164,2,3.64,4.14,"{""stagePickRate"":3.64,""avgRanking"":4.14}"
492,164,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
493,165,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
494,165,2,1.39,4.44,"{""stagePickRate"":1.39,""avgRanking"":4.44}"
495,165,3,3,4.46,"{""stagePickRate"":3,""avgRanking"":4.46}"
496,166,1,4.27,4.72,"{""stagePickRate"":4.27,""avgRanking"":4.72}"
497,166,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
498,166,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
499,167,1,3.5,4.55,"{""stagePickRate"":3.5,""avgRanking"":4.55}"
500,167,2,0.5,4.04,"{""stagePickRate"":0.5,""avgRanking"":4.04}"
501,167,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
502,168,1,3.83,4.38,"{""stagePickRate"":3.83,""avgRanking"":4.38}"
503,168,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
504,168,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
505,169,1,1.95,4.41,"{""stagePickRate"":1.95,""avgRanking"":4.41}"
506,169,2,2.02,4.43,"{""stagePickRate"":2.02,""avgRanking"":4.43}"
507,169,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
508,170,1,3.41,4.54,"{""stagePickRate"":3.41,""avgRanking"":4.54}"
509,170,2,0.54,4.34,"{""stagePickRate"":0.54,""avgRanking"":4.34}"
510,170,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
511,171,1,3.6,4.69,"{""stagePickRate"":3.6,""avgRanking"":4.69}"
512,171,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
513,171,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
514,172,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
515,172,2,1.02,4.91,"{""stagePickRate"":1.02,""avgRanking"":4.91}"
516,172,3,3.02,5.14,"{""stagePickRate"":3.02,""avgRanking"":5.14}"
517,173,1,4,4.59,"{""stagePickRate"":4,""avgRanking"":4.59}"
518,173,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
519,173,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
520,174,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
521,174,2,2.72,4.12,"{""stagePickRate"":2.72,""avgRanking"":4.12}"
522,174,3,1.27,4.45,"{""stagePickRate"":1.27,""avgRanking"":4.45}"
523,175,1,3.37,4.44,"{""stagePickRate"":3.37,""avgRanking"":4.44}"
524,175,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
525,175,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
526,176,1,2.06,4.35,"{""stagePickRate"":2.06,""avgRanking"":4.35}"
527,176,2,1.7,4.69,"{""stagePickRate"":1.7,""avgRanking"":4.69}"
528,176,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
529,177,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
530,177,2,2.77,4.33,"{""stagePickRate"":2.77,""avgRanking"":4.33}"
531,177,3,1.08,4.51,"{""stagePickRate"":1.08,""avgRanking"":4.51}"
532,178,1,3.14,4.38,"{""stagePickRate"":3.14,""avgRanking"":4.38}"
533,178,2,0.47,3.3,"{""stagePickRate"":0.47,""avgRanking"":3.3}"
534,178,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
535,179,1,3.47,4.9,"{""stagePickRate"":3.47,""avgRanking"":4.9}"
536,179,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
537,179,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
538,180,1,3.35,4.52,"{""stagePickRate"":3.35,""avgRanking"":4.52}"
539,180,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
540,180,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
541,181,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
542,181,2,1.56,4.84,"{""stagePickRate"":1.56,""avgRanking"":4.84}"
543,181,3,2.04,4.62,"{""stagePickRate"":2.04,""avgRanking"":4.62}"
544,182,1,3.56,4.58,"{""stagePickRate"":3.56,""avgRanking"":4.58}"
545,182,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
546,182,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
547,183,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
548,183,2,2.62,4.49,"{""stagePickRate"":2.62,""avgRanking"":4.49}"
549,183,3,0.85,4.85,"{""stagePickRate"":0.85,""avgRanking"":4.85}"
550,184,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
551,184,2,3.22,4.45,"{""stagePickRate"":3.22,""avgRanking"":4.45}"
552,184,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
553,185,1,2.87,4.8,"{""stagePickRate"":2.87,""avgRanking"":4.8}"
554,185,2,0.41,4.5,"{""stagePickRate"":0.41,""avgRanking"":4.5}"
555,185,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
556,186,1,3.16,4.71,"{""stagePickRate"":3.16,""avgRanking"":4.71}"
557,186,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
558,186,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
559,187,1,3.16,4.51,"{""stagePickRate"":3.16,""avgRanking"":4.51}"
560,187,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
561,187,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
562,188,1,2.5,4.65,"{""stagePickRate"":2.5,""avgRanking"":4.65}"
563,188,2,0.31,4.4,"{""stagePickRate"":0.31,""avgRanking"":4.4}"
564,188,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
565,189,1,2.7,4.39,"{""stagePickRate"":2.7,""avgRanking"":4.39}"
566,189,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
567,189,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
568,190,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
569,190,2,1.04,5.34,"{""stagePickRate"":1.04,""avgRanking"":5.34}"
570,190,3,1.81,4.74,"{""stagePickRate"":1.81,""avgRanking"":4.74}"
571,191,1,1.1,5,"{""stagePickRate"":1.1,""avgRanking"":5}"
572,191,2,1.43,4.4,"{""stagePickRate"":1.43,""avgRanking"":4.4}"
573,191,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
574,192,1,2.5,4.4,"{""stagePickRate"":2.5,""avgRanking"":4.4}"
575,192,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
576,192,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
577,193,1,2.45,4.68,"{""stagePickRate"":2.45,""avgRanking"":4.68}"
578,193,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
579,193,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
580,194,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
581,194,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
582,194,3,2.56,3.9,"{""stagePickRate"":2.56,""avgRanking"":3.9}"
583,195,1,2.35,4.41,"{""stagePickRate"":2.35,""avgRanking"":4.41}"
584,195,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
585,195,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
586,196,1,2.5,4.52,"{""stagePickRate"":2.5,""avgRanking"":4.52}"
587,196,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
588,196,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
589,197,1,2.33,4.75,"{""stagePickRate"":2.33,""avgRanking"":4.75}"
590,197,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
591,197,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
592,198,1,2.43,4.37,"{""stagePickRate"":2.43,""avgRanking"":4.37}"
593,198,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
594,198,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
595,199,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
596,199,2,2.35,4.61,"{""stagePickRate"":2.35,""avgRanking"":4.61}"
597,199,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
598,200,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
599,200,2,1.43,4.55,"{""stagePickRate"":1.43,""avgRanking"":4.55}"
600,200,3,0.85,4.58,"{""stagePickRate"":0.85,""avgRanking"":4.58}"
601,201,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
602,201,2,0.7,4.94,"{""stagePickRate"":0.7,""avgRanking"":4.94}"
603,201,3,1.47,4.19,"{""stagePickRate"":1.47,""avgRanking"":4.19}"
604,202,1,2.08,5.14,"{""stagePickRate"":2.08,""avgRanking"":5.14}"
605,202,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
606,202,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
607,203,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
608,203,2,0.64,4.41,"{""stagePickRate"":0.64,""avgRanking"":4.41}"
609,203,3,1.39,4.73,"{""stagePickRate"":1.39,""avgRanking"":4.73}"
610,204,1,2,5.32,"{""stagePickRate"":2,""avgRanking"":5.32}"
611,204,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
612,204,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
613,205,1,1.85,4.65,"{""stagePickRate"":1.85,""avgRanking"":4.65}"
614,205,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
615,205,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
616,206,1,1.62,5.38,"{""stagePickRate"":1.62,""avgRanking"":5.38}"
617,206,2,0.25,5.83,"{""stagePickRate"":0.25,""avgRanking"":5.83}"
618,206,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
619,207,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
620,207,2,1.14,4.36,"{""stagePickRate"":1.14,""avgRanking"":4.36}"
621,207,3,0.77,5.48,"{""stagePickRate"":0.77,""avgRanking"":5.48}"
622,208,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
623,208,2,0.64,4.87,"{""stagePickRate"":0.64,""avgRanking"":4.87}"
624,208,3,1.27,4.73,"{""stagePickRate"":1.27,""avgRanking"":4.73}"
625,209,1,1.79,4.89,"{""stagePickRate"":1.79,""avgRanking"":4.89}"
626,209,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
627,209,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
628,210,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
629,210,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
630,210,3,1.87,4.38,"{""stagePickRate"":1.87,""avgRanking"":4.38}"
631,211,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
632,211,2,1.66,4.75,"{""stagePickRate"":1.66,""avgRanking"":4.75}"
633,211,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
634,212,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
635,212,2,1.64,5.44,"{""stagePickRate"":1.64,""avgRanking"":5.44}"
636,212,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
637,213,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
638,213,2,1.66,3.73,"{""stagePickRate"":1.66,""avgRanking"":3.73}"
639,213,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
640,214,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
641,214,2,0.85,4.41,"{""stagePickRate"":0.85,""avgRanking"":4.41}"
642,214,3,0.81,5.15,"{""stagePickRate"":0.81,""avgRanking"":5.15}"
643,215,1,1.47,5.07,"{""stagePickRate"":1.47,""avgRanking"":5.07}"
644,215,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
645,215,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
646,216,1,1.64,4.87,"{""stagePickRate"":1.64,""avgRanking"":4.87}"
647,216,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
648,216,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
649,217,1,1.43,3.81,"{""stagePickRate"":1.43,""avgRanking"":3.81}"
650,217,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
651,217,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
652,218,1,1.2,4.17,"{""stagePickRate"":1.2,""avgRanking"":4.17}"
653,218,2,0.31,3.26,"{""stagePickRate"":0.31,""avgRanking"":3.26}"
654,218,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
655,219,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
656,219,2,0.29,4.21,"{""stagePickRate"":0.29,""avgRanking"":4.21}"
657,219,3,1.25,4.58,"{""stagePickRate"":1.25,""avgRanking"":4.58}"
658,220,1,1.37,4.12,"{""stagePickRate"":1.37,""avgRanking"":4.12}"
659,220,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
660,220,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
661,221,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
662,221,2,1.47,4.78,"{""stagePickRate"":1.47,""avgRanking"":4.78}"
663,221,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
664,222,1,1.1,4.28,"{""stagePickRate"":1.1,""avgRanking"":4.28}"
665,222,2,0.2,4.2,"{""stagePickRate"":0.2,""avgRanking"":4.2}"
666,222,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
667,223,1,1.1,4.54,"{""stagePickRate"":1.1,""avgRanking"":4.54}"
668,223,2,0.14,5.85,"{""stagePickRate"":0.14,""avgRanking"":5.85}"
669,223,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
670,224,1,1.1,4.43,"{""stagePickRate"":1.1,""avgRanking"":4.43}"
671,224,2,0.16,6.5,"{""stagePickRate"":0.16,""avgRanking"":6.5}"
672,224,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
673,225,1,1.29,5.56,"{""stagePickRate"":1.29,""avgRanking"":5.56}"
674,225,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
675,225,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
676,226,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
677,226,2,0.66,4.28,"{""stagePickRate"":0.66,""avgRanking"":4.28}"
678,226,3,0.62,4.93,"{""stagePickRate"":0.62,""avgRanking"":4.93}"
679,227,1,1.29,4.77,"{""stagePickRate"":1.29,""avgRanking"":4.77}"
680,227,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
681,227,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
682,228,1,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
683,228,2,1.2,3.41,"{""stagePickRate"":1.2,""avgRanking"":3.41}"
684,228,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
685,229,1,1.04,4.98,"{""stagePickRate"":1.04,""avgRanking"":4.98}"
686,229,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
687,229,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
688,230,1,0.47,4.39,"{""stagePickRate"":0.47,""avgRanking"":4.39}"
689,230,2,0.45,4.95,"{""stagePickRate"":0.45,""avgRanking"":4.95}"
690,230,3,0.1,5.2,"{""stagePickRate"":0.1,""avgRanking"":5.2}"
691,231,1,0.95,5.23,"{""stagePickRate"":0.95,""avgRanking"":5.23}"
692,231,2,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
693,231,3,0,99999,"{""stagePickRate"":0,""avgRanking"":99999}"
